,,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,REMUNERACAO_MEDIA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,PIB_PER_CAPITA,POP,POP,POP,POP,POP,POP,POP,POP,POP,POP,POP,POP,POP,POP,POP,POP,POP,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_AGRO_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_IND_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_SERV_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,VA_ADM_SOBRE_VA_TOT,IDHM_RENDA,IDHM_LONGEVIDADE,IDHM_EDU,GINI,TAXA_ALFAB,PROP_MENOS_DE_1_SM,PROP_1_A_2_SM,PROP_2_A_5_SM,PROP_5_A_10_SM,PROP_MAIS_DE_10_SM
Albertina,3101409,473.5475669099758,496.01116009280736,561.0701871101871,601.5707666098806,605.2014031971578,723.6666433566431,689.5010231660227,777.8721042471049,844.5581316725979,910.0609540034076,1022.5994218750002,1135.1055495495507,1215.2561445783144,1350.8475527426149,1485.0707232704397,1553.512901234568,1695.769951060358,4486.07,5249.75,7357.09,8705.93,8054.17,13771.93,10724.22,8852.76,10578.83,11261.94,19952.66,17418.43,23742.8,25261.52,25807.19,27812.38,29659.3,2916.0,2950.0,3023.0,3063.0,3103.0,2872.0,2966.0,2976.0,2913.0,2919.0,2924.0,3018.0,3025.0,3033.0,3040.0,3046.0,3003.0,0.1509254566059543,0.1076115757470199,0.1605409739297574,0.1721372042084283,0.1787870068646355,0.1311425577397361,0.1808275481262372,0.1637450646440355,0.1444492403414678,0.2705347719371673,0.1757609305501982,0.1190278220626707,0.1360215805833743,0.1298601215580029,0.1212418598631493,0.1289647270135468,0.0804095341662845,0.0499778331701845,0.0398930772666818,0.0671085013057206,0.0373881028559554,0.0297164732754574,0.033631750124151,0.0289100102415299,0.03502960318329,0.0406998672749944,0.0452828945980977,0.0351740284665917,0.0352338269323005,0.0410570553809922,0.0528016258697408,0.0605791679923499,0.0325991460386999,0.070280001717782,0.4715042670293511,0.5351517910154948,0.5067260610068036,0.5315483054672554,0.5449020086273211,0.621996194712219,0.503182669959164,0.4817079075772223,0.4743630413152083,0.3518617331055707,0.5678614910988675,0.5827076673739661,0.615417643839643,0.5966674931209569,0.5851381744758157,0.6073695241477091,0.6196381645736877,0.3275925285829145,0.3173435559708035,0.2656244637577182,0.2589264347164859,0.246594511232586,0.2132294974238937,0.2870797716730687,0.3195174245954523,0.340487814954647,0.3323206003591643,0.2212035694703867,0.2630306836310627,0.2075037041651543,0.2206707444029692,0.2330407976686848,0.2310665889031057,0.2296722995422457,0.684,0.813,0.549,0.3474,89.3,0.3585719890153001,0.2938407218517065,0.0874852883483719,0.0098077677520596,0.0039231071008238
Alfenas,3101607,513.6323853877941,583.5849921437684,615.7100610962164,704.0790405447253,778.7694394299323,817.187637167792,889.7687939643117,978.4227682236764,1087.8219453680797,1300.466033228818,1316.3203922206335,1454.2012571712005,1576.420703069785,1736.441691695551,1895.752310102065,2091.4699550680643,2171.155343318805,6940.3,7388.57,9129.55,8580.74,10108.42,11492.74,13116.92,14285.74,17422.24,20458.0,22649.3,22672.17,24933.05,27017.22,28982.74,33425.9,32866.51,69957.0,71349.0,74272.0,75889.0,77494.0,71628.0,74505.0,75214.0,73722.0,74298.0,74804.0,77618.0,78176.0,78712.0,79222.0,79707.0,79481.0,0.0853557424349537,0.0786630010639667,0.1253082221137026,0.0665432898126091,0.1174042447442931,0.0703433799567807,0.0844668939723096,0.070246194455321,0.0730408141811043,0.0885220018158651,0.0624918527857901,0.054528295806659,0.0501240772501508,0.0506934045885244,0.0840944188355996,0.0490767949392418,0.065861443029322,0.2134186636229581,0.233430343369596,0.2420362628595578,0.2611691484152367,0.2290798806303689,0.2251951381117249,0.1963229695003066,0.1560101746030532,0.1970816983087654,0.1834005935140946,0.1768628112722141,0.1613098699235907,0.158622754838229,0.1509833551563386,0.1907409920338531,0.1780565995822048,0.1642434140011885,0.5461757821613917,0.5292452592406554,0.488818485192144,0.4959977415131045,0.4870598233643174,0.5345638848242011,0.5500235918379004,0.6169356425031111,0.5835247793189849,0.5893026876861489,0.6225512884762507,0.6390918572540819,0.6459056088099834,0.6504093437083246,0.5785259964307884,0.629940756235522,0.6206067384066026,0.1550498140595762,0.1586613984239177,0.1438370298345953,0.1762898202590495,0.1664560498419577,0.1698975957399378,0.1691865435312919,0.1568079884385146,0.1463527081911454,0.1387747169838912,0.1380940467917148,0.1450699770156681,0.1453475596821177,0.1479138960124985,0.1466385926997588,0.1429258488075494,0.1492884041231362,0.737,0.841,0.712,0.5143,94.7,0.289166965720616,0.2154280632226053,0.1206565664445866,0.0349971134792716,0.0140269304582546
Alfredo Vasconcelos,3101631,416.1293545081965,470.0296255506613,556.4237527114968,597.569423480084,633.2133902161538,623.2469554753302,708.0126321353067,793.9260898876404,803.8911897106105,911.8283601895736,1064.0075447316096,1083.4017275747497,1154.2806742424264,1278.7012554112553,1376.530460584588,1439.239134438306,1534.3829902912623,4751.96,6048.28,10173.79,8509.54,8124.54,4601.7,5409.53,5816.14,7137.06,8546.9,10161.05,11085.43,11092.69,12229.23,13850.55,12423.03,13880.7,5159.0,5187.0,5244.0,5275.0,5306.0,5900.0,6194.0,6300.0,6078.0,6150.0,6223.0,6490.0,6566.0,6639.0,6709.0,6775.0,6831.0,0.1813656602740246,0.179165404940679,0.1430299446305618,0.1690897134144561,0.1520725784359439,0.2577938644492368,0.2264441926973525,0.2499753339952919,0.2759934393933662,0.2783525326466124,0.2736769308039518,0.3103225983682889,0.3309612884339626,0.3110284812530574,0.3381453429992955,0.2291092249252823,0.21630342834478,0.3043437786559865,0.3199126991825746,0.47161717647679,0.3745954678771592,0.3621305205510032,0.0913256822941924,0.0910077035185676,0.1077711503118242,0.1222012041407104,0.146421501960696,0.1615110937975553,0.144055707094464,0.1390361948169127,0.111932150278893,0.1116275591995462,0.1015301771632311,0.1104336449608443,0.259320911933324,0.259734132404168,0.2232716849017151,0.2438070847345925,0.26466478982721,0.2442866289065611,0.283341717856598,0.2651382178509478,0.2523701667591107,0.256167351946738,0.2540454902346765,0.2474140555310287,0.234699492721073,0.2592884225487875,0.2537062781706785,0.316057715910289,0.3420486753247761,0.2549696030520547,0.2411877634725783,0.1620812183507771,0.2125077339737921,0.2211321374608247,0.4065938243500097,0.3992063859274818,0.3771152978419359,0.3494351897068125,0.3190585935994456,0.3107664851638164,0.2982076390062183,0.2953030381869778,0.3177509331087845,0.2965208309236526,0.3533028820011976,0.3312142400900272,0.629,0.834,0.587,0.4113,90.9,0.4138263046408627,0.1480839591758136,0.0521856345079915,0.0075101097631426,0.0028885037550548
Almenara,3101706,397.12663779527605,436.65395119418537,457.3302124868836,494.5324820627803,536.587009619407,633.3511389656517,720.0174103656378,841.4408829568804,847.6368131868109,930.0451110162252,997.0281611624864,1111.1285822510822,1187.4181770690116,1320.2839481055594,1432.777378908645,1541.1890778533668,1608.2666515973483,2756.77,3210.55,3373.18,3569.83,4094.57,4506.59,4818.23,5830.93,6822.02,7603.4,8054.09,9098.35,10152.44,11129.04,11401.83,11874.49,12855.76,35741.0,35907.0,36254.0,36446.0,36637.0,36907.0,38269.0,38531.0,38779.0,39036.0,39287.0,40749.0,41028.0,41296.0,41552.0,41794.0,41642.0,0.0782802483134629,0.0879772716250039,0.1002305106969616,0.0898407408832938,0.0806064066641935,0.0845614634219101,0.0868621426531224,0.0729325151279472,0.0533267058119821,0.0563221424232077,0.0504248506326571,0.0484157260096155,0.0438663579124331,0.0365459178434752,0.0357621434409507,0.0314294303536115,0.0248004866950463,0.0903633024405584,0.1086956126485514,0.1029214789527218,0.1099153703018157,0.1022241435660831,0.1163308508766972,0.1042744528502797,0.1705725195017442,0.2110021965137696,0.204927916328321,0.1651966510351881,0.1517629004081815,0.127064245509745,0.1164040492019461,0.1131793758718779,0.1206591990049397,0.1276816980615202,0.4711110322802096,0.4760975738965909,0.4721348454171385,0.4545255663026728,0.4768591957386301,0.4541537130101436,0.444251363446319,0.4337946214250382,0.4186111656213477,0.4273780200901665,0.4584860183537255,0.4772784785791309,0.5043673737313624,0.510772539608611,0.4977682493005568,0.4883446965941069,0.5055297577325382,0.360245416965769,0.3272295418298536,0.3247131562675903,0.3457183143421213,0.3403102540310931,0.344953972691249,0.3646120410502788,0.3227003439452703,0.3170599280725983,0.3113719211583047,0.3258924799784292,0.322542895003072,0.3247020228464595,0.3362774933459677,0.3532902336277442,0.3595666740473418,0.3419880575108951,0.636,0.803,0.518,0.5409,80.0,0.4501955512099731,0.0911757516499633,0.052890491322415,0.0160107553165485,0.0051943290149107
Alpercata,3101805,355.40411007025733,382.3102575587903,448.9610982048576,488.2060775473397,591.5364864864857,626.7105324909754,689.3798113207547,693.5638987043583,754.9777272727266,798.371146666666,862.4175972083754,1027.6176787216143,1140.2993179880652,1468.7833732236363,1380.7540054995402,1496.8085158371036,1445.8661983471077,2928.01,3293.36,3593.45,3810.21,4362.2,4869.02,4951.12,5294.9,5441.3,6361.47,7611.73,8511.42,8513.65,8797.89,10248.58,10478.77,10664.59,7011.0,7032.0,7076.0,7100.0,7124.0,7007.0,7231.0,7252.0,7172.0,7188.0,7204.0,7437.0,7458.0,7478.0,7497.0,7515.0,7411.0,0.1066250417212385,0.111586708570113,0.1168911038137873,0.0866347786428451,0.0802200965662287,0.0968623036915584,0.0928655163393335,0.0851951404501869,0.081523361883035,0.0756171548045126,0.07245137599397,0.079796774239546,0.1003966350085236,0.0874604560496096,0.0779671101104372,0.0699382855791006,0.0597269929708364,0.1311657547917595,0.1497427534897716,0.2465593400206987,0.2064332774573389,0.1848318458737045,0.1187604117861728,0.143125041066416,0.0992686629081273,0.1129822314607418,0.1350098824186137,0.1288240640059434,0.119767497638443,0.0668549120884985,0.0954039917913369,0.0943463464492924,0.0963434955103009,0.0909156358999665,0.4092213912843241,0.4007396886440244,0.2998795914732805,0.3157415835114114,0.3565786194365277,0.3862520780040675,0.344002464570818,0.3969751964631591,0.3534734876897014,0.36061632964379,0.3937448361306368,0.397977652340911,0.3897418836584098,0.3622747679417601,0.3933118693202784,0.3950209050163695,0.4078480634287588,0.3529877602459672,0.3379308029194643,0.3366699646922333,0.391190400251424,0.3783694381235389,0.3981252065182012,0.4200069780234323,0.4185609721787603,0.4520209459439774,0.4287566331330836,0.4049797238694496,0.4024580757810999,0.4430065857977877,0.4548607682496169,0.4343746741199918,0.4386973138942289,0.441509321164979,0.629,0.824,0.521,0.4758,85.7,0.3931792097065092,0.1229709788489916,0.043941629775373,0.0072142974258075,0.0011477291359239
Alpinópolis,3101904,475.5924878048785,475.0146796775565,503.143550317994,561.3554316413486,636.1010106221547,689.227355963874,753.0192265032096,819.5819544331611,937.389776581426,1006.3989155342408,1121.008833047315,1222.499201962809,1302.370587155967,1422.138462686569,1531.79842620943,1633.0074935474654,1707.5421080935753,3826.28,4444.9,5736.42,5989.45,7211.65,9118.53,9516.96,10146.81,10994.46,12752.79,13061.48,13345.98,14790.79,15386.13,17587.04,17758.23,18094.4,17503.0,17722.0,18182.0,18437.0,18690.0,17821.0,18486.0,18619.0,18490.0,18600.0,18709.0,19391.0,19513.0,19630.0,19741.0,19846.0,19745.0,0.2072766627109155,0.2002668196405386,0.2335316788964692,0.2441139785735936,0.2154502109041387,0.1955995509597267,0.2045811670231505,0.1935341804547912,0.1837896850031453,0.2687189698924299,0.2217563327436326,0.1807514930906169,0.1867357709167139,0.1673736722515889,0.2297347371803983,0.2020571811073036,0.1739724623326788,0.1055777331827423,0.1088019995481554,0.1341713283353968,0.1336677460530108,0.1511940545316227,0.1759829706877659,0.1678323301756388,0.1509535648509065,0.13685264600798,0.0969320595845923,0.0869976666661555,0.0905860755830645,0.0939549775940536,0.0856695219448441,0.0768027151118711,0.0870466581176516,0.0874359010026979,0.4307583615373166,0.4401016650198838,0.4254029238051285,0.401030101940468,0.426414124520119,0.4361968684447748,0.4143461348025712,0.4503057520782427,0.4684306492105997,0.4347176493842918,0.4666368626067472,0.4920288638942369,0.4886745340349205,0.5072964619201319,0.4711092334254408,0.4730824528951997,0.4985166748867642,0.2563872266543525,0.250829515791422,0.2068940689630054,0.2211881734329274,0.2069416181338348,0.1922206099077326,0.2132403617613701,0.2052065026160595,0.2109270197782749,0.1996313211386859,0.2246091379834646,0.23663356325959,0.23063472120865,0.2396603402838791,0.2223533142822896,0.2378137078798451,0.240074961777859,0.703,0.862,0.629,0.47,92.9,0.3232449297971919,0.2192199687987519,0.0960374414976599,0.021591263650546,0.0054914196567862
Alterosa,3102001,452.5706586021511,522.7846459537574,513.5731870357865,567.2320435967299,592.536961465573,669.1596395348834,717.384849808847,756.2994807370188,805.2493450881607,909.1388014220424,946.6913582778072,1032.06015625,1077.6293850042125,1201.4241203281624,1289.9982507412135,1415.055385567009,1460.0294848771262,3264.13,3392.35,4273.66,4452.93,5263.13,5776.57,6524.38,6862.37,7915.68,9329.18,10266.35,10559.34,11728.52,12388.79,14679.86,15027.65,14769.52,13262.0,13395.0,13674.0,13829.0,13982.0,13286.0,13744.0,13810.0,13714.0,13774.0,13829.0,14306.0,14371.0,14434.0,14494.0,14551.0,14414.0,0.2371361399197961,0.2419582899880323,0.2863893136626453,0.2534770676366066,0.2791345126965641,0.2706163762361446,0.2639460999795128,0.2772163523252931,0.2760846124579468,0.3083855918672295,0.2766451749521655,0.199538812635305,0.2103548563016193,0.1977582669879315,0.2730760975680383,0.2227061591379099,0.1948483428144449,0.060749100804515,0.0552456613647757,0.0520255121883625,0.0598549300620983,0.0534000456511364,0.0561260414687647,0.054337946762717,0.0728860007370579,0.0848249773062184,0.0768563504489981,0.0729596687550856,0.0723440773520185,0.0689656131403015,0.0596840021678806,0.0556264882905066,0.0568751435733125,0.054276163485528,0.3805091159691962,0.3836448534759792,0.3826314632323017,0.3748747281707431,0.3685393742778522,0.3592934708644561,0.3777480278932216,0.3612689808448349,0.3528333169813864,0.3494788056064893,0.3879250902747003,0.4350289432469957,0.4345341135638247,0.4477231353669928,0.4033473399837312,0.433613244340984,0.4510827222926388,0.321605618913427,0.3191511951712127,0.2789537109166904,0.3117932741305519,0.2989260673744472,0.3139640977871251,0.3039679371077179,0.2886286660928139,0.2862570932544483,0.265279252077283,0.2624700586427851,0.2930881667656806,0.2861454169942544,0.2948346013648472,0.2679500741577238,0.2868054529477934,0.2997927714073881,0.657,0.847,0.536,0.4527,90.5,0.4087154416722859,0.1711901550910317,0.060856372218476,0.0115475387727579,0.0027815239379635
Alto Caparaó,3102050,346.790990990991,420.01466216216176,447.6521782178218,441.66613430127046,552.4235919055652,633.3621019108281,702.0026923076931,788.3032584269652,811.0209999999994,855.1861142857147,930.3940642458095,1014.3152114597548,1153.0014944134086,1249.859514925373,1412.204161676647,1469.8687382550345,1537.6221640735505,2639.38,3332.72,4006.68,4260.36,6124.12,4729.29,6558.26,8599.93,7247.62,10684.23,9870.56,9013.4,9950.03,12833.96,15188.45,12417.82,11697.97,4888.0,4988.0,5197.0,5313.0,5428.0,5048.0,5257.0,5312.0,5297.0,5345.0,5392.0,5605.0,5655.0,5702.0,5748.0,5791.0,5799.0,0.1942383855788668,0.2603878942553829,0.3569011390259864,0.2969568608568801,0.2348936481860429,0.1880544568897535,0.3225121530373259,0.2570129190291796,0.289219741445015,0.4017153065449309,0.3150516856357405,0.2282829214114469,0.2007930582139451,0.2028252275487152,0.3070185204264054,0.1954416746148497,0.1625255431879652,0.0472167049440278,0.0436258196437768,0.0333910929126876,0.0411540876726557,0.0350017811444472,0.0425308536410948,0.0356784595501303,0.0499026276492727,0.0494887231477363,0.0489774744744589,0.0483146278193926,0.0401073905059235,0.0502834181827055,0.0445165339486264,0.0427215118665926,0.0402997080865165,0.0394438379068664,0.3533786039341391,0.3289257804392445,0.3080759977306362,0.3194462207146663,0.4455970096163458,0.3475864463979629,0.3065161033086521,0.413321989588704,0.3176778251243224,0.2962422622448828,0.3220603426464012,0.3572704789957519,0.3741547137053922,0.4235646075938345,0.3537839249332311,0.3986771737951912,0.3840463714036696,0.4051663055429663,0.3670605671589013,0.3016317703306896,0.3424428771605349,0.284507561053164,0.4218282430711887,0.3352933140938045,0.2797624637328437,0.3436137102829263,0.2530649567357273,0.3145733438984656,0.3743392090868777,0.3747688283006,0.329093659973396,0.2964760427737709,0.3655814581930567,0.4139842321754327,0.666,0.842,0.514,0.4568,89.8,0.4261894175188973,0.1796353935082258,0.0658070253445976,0.0131169408626056,0.0031124944419742
Alto Jequitibá,3153509,368.1633333333333,408.7568595041327,455.87278074866254,481.4983956386291,533.5236708860759,580.4049203821658,643.3909878419455,720.6009498680748,940.5909701492544,863.8859887640447,1008.609417372882,1086.736390086208,1187.9325677139764,1345.0682830385038,1487.3296599362398,1511.1774302325578,1565.0052657004833,2172.62,2453.11,3568.5,3615.13,4438.65,4779.76,4743.95,7191.52,9993.39,15591.49,8343.49,7360.52,10050.41,12810.62,12183.8,14108.46,11564.86,8673.0,8773.0,8983.0,9099.0,9214.0,7976.0,8160.0,8122.0,8323.0,8308.0,8297.0,8535.0,8532.0,8528.0,8525.0,8522.0,8333.0,0.1688148344813587,0.1819979595202453,0.3498731247938898,0.307472682216461,0.3607752301353731,0.3372710532764858,0.3033822173457032,0.4073122863971557,0.3922724247998064,0.5270516034942098,0.3144624041287202,0.1961213088763626,0.2893103634254959,0.2439592210975039,0.2632862077232913,0.2211663539970143,0.2127112621717982,0.0514872677588617,0.0433221325816503,0.0380853386861107,0.0604249985599849,0.0580920355154627,0.0582872343639728,0.0517375222236515,0.0572331891197378,0.0599219892858287,0.0582970145435481,0.0561311978021471,0.0472875052946306,0.0697435166268731,0.0558765846594409,0.0549112804986536,0.0482062215479485,0.0565702983445411,0.3418093761381144,0.357377607213023,0.3030784706514554,0.2883127743165257,0.2720165858910414,0.2794077547196598,0.2733508738409176,0.259381398473419,0.3152654986172618,0.2517710812898005,0.2845068290893305,0.3365872930611652,0.3116676812647055,0.394296783740948,0.3533138904587823,0.4237692875356227,0.3610434819612784,0.4378885216216652,0.4173023006850813,0.308963065868544,0.3437895766254218,0.3091161484581227,0.3250339305669006,0.3715293865897277,0.2760731260096874,0.2325400872971031,0.1628802926829736,0.344899568979802,0.4200038927678415,0.3292784386829255,0.305867410502107,0.3284886314628873,0.3068581278388033,0.3696749465884917,0.66,0.787,0.554,0.5113,90.4,0.4748493764887208,0.1333893792910186,0.0601092896174863,0.0117696511139134,0.0058848255569567
Alto Rio Doce,3102100,357.2452459016393,436.5243421052632,482.3745068285281,560.4150221565735,595.4403905160389,598.2492991239048,748.1360473815456,895.6939695550357,835.1753793884486,861.488429661941,988.0815696465704,1118.2678002018158,1216.4303441494585,1355.2089950248735,1446.5036601307188,1583.8377476038322,1534.6439368895544,2347.0,2555.7,2919.83,3443.46,3576.87,4208.84,4563.51,4905.89,6523.14,7309.18,7388.09,8676.5,8724.88,9984.85,11420.27,13861.49,15217.83,13794.0,13765.0,13703.0,13669.0,13635.0,12657.0,12889.0,12778.0,12158.0,12029.0,11903.0,12120.0,12006.0,11896.0,11792.0,11693.0,11146.0,0.3064514406262615,0.283452964337039,0.3031026334324327,0.3314220788054984,0.2922921867955826,0.2791616187796597,0.2674858490986836,0.2830407159607797,0.3699620627488619,0.3632575680142809,0.3231102439704144,0.3427275597692701,0.2694761834882018,0.2801798447178842,0.2901891556456751,0.3840195879886941,0.3956453516077556,0.0446692716714862,0.0498708886241121,0.0516313103015357,0.0501760805478469,0.0524513264576137,0.0613753342412953,0.0564141189460647,0.0641130896325612,0.0568373432251203,0.0575178606415838,0.0524924000099502,0.0575247134356569,0.0809569449171243,0.0864158982283818,0.1017781286048945,0.0809159117732553,0.0616138090923804,0.2527005991622615,0.2720622525816034,0.2681550862464419,0.257996653502902,0.2681368074201574,0.2674228152920623,0.2717107130715595,0.267909257469722,0.2415088390552651,0.245897888758612,0.2697485762561997,0.2598886263303404,0.2810984071441459,0.2756789891281562,0.2751617075910798,0.2472781710733176,0.2604541122418526,0.3961786885399906,0.3946139241762805,0.3771109440028772,0.3604051871437527,0.3871196579361017,0.392040251124984,0.4043893364792273,0.3849369369369369,0.331691767940753,0.3333266709175446,0.3546487681121469,0.3398591101579295,0.3684684644505279,0.3577252592802444,0.3328710081583505,0.2877863291647328,0.2822867209989385,0.595,0.828,0.483,0.4683,86.7,0.4681669010782935,0.0929207688701359,0.0324425691514299,0.0087201125175808,0.0024378809188935
Alvarenga,3102209,381.9271369294605,376.1110040160643,423.7975590551179,457.4781972789114,547.6673493975904,587.6360066006604,644.401100323624,811.8019580419582,698.6799331103681,782.3197222222224,996.7652560646898,1175.1363503649632,1091.9617187499996,1123.406973684211,1301.6034793814426,1330.5677163461537,1357.1851067323491,2072.24,2395.19,2711.22,3088.56,3391.23,3901.93,3750.43,4449.21,4873.0,6446.17,6692.26,6900.74,7500.58,8274.8,8858.18,9320.71,9738.21,5045.0,4968.0,4806.0,4716.0,4627.0,4558.0,4611.0,4545.0,4443.0,4386.0,4329.0,4395.0,4343.0,4292.0,4245.0,4199.0,3973.0,0.1677451606465175,0.2082892890971526,0.2432349551305032,0.2121652696684201,0.2072807082598257,0.2024941005461222,0.1991346962101236,0.1865429306819244,0.1965168445615724,0.283947587911258,0.1966390183994827,0.1732130445492448,0.202093026412724,0.174449282409102,0.208557220693299,0.1411786869885214,0.1211047164345011,0.0483227857259663,0.0451436485000595,0.0384565512482585,0.0461539384551301,0.0420584777090127,0.0461333908655562,0.0429255202521479,0.0835036262534368,0.045768981970163,0.0486661296181409,0.0552653821996007,0.055712151658614,0.0462242499367427,0.050492916317164,0.045149509309315,0.0473350754869671,0.0546913977527983,0.2722406274468648,0.260666522833158,0.2517660155894851,0.2625349154330142,0.2851408816478309,0.276855192887712,0.2788847822834865,0.255634192033634,0.2567344261520491,0.2332145824198121,0.2632651082902129,0.2693641706389177,0.2546359448437768,0.2761790610238046,0.2515062498417252,0.2830641488655807,0.3024298484570463,0.5116913260403848,0.4859005395696298,0.466542398627255,0.4791459478670481,0.4655199323833305,0.4745173157006097,0.4790550012542419,0.4743192001530003,0.5009797473162154,0.4341717000507888,0.4848304911107036,0.5017106331532234,0.4970467474563793,0.498878711302615,0.4947869928374712,0.5284221415117922,0.5217740105525833,0.589,0.798,0.441,0.5258,83.7,0.4384494499738083,0.0906233630172865,0.0303823991618648,0.0049764274489261,0.001047668936616
Alvinópolis,3102308,357.72953793774343,438.773136320305,475.0865060804484,486.5198853126154,594.9340835889567,624.1091298342541,727.8007342784455,764.6939909533756,830.7964604462461,950.0079906687424,1129.768819584171,1176.0192100192714,1258.643810792808,1373.8064045698943,1561.2096098920251,1737.7818953568956,1689.921416114406,3379.58,3826.01,5077.69,6556.24,6995.64,7588.05,7844.82,8652.74,10084.73,10697.09,11901.77,13911.98,14457.65,15041.2,17215.85,18015.77,17762.16,15644.0,15669.0,15723.0,15753.0,15783.0,15251.0,15682.0,15678.0,15263.0,15236.0,15212.0,15642.0,15630.0,15619.0,15609.0,15599.0,15239.0,0.1819013937411776,0.159798572758161,0.156409336073152,0.2450509623010351,0.1706355589284451,0.1352498474973395,0.105337424108675,0.080470174717118,0.0702331110219584,0.0798054252021878,0.069765552196216,0.0740936077919772,0.0547848168149706,0.0608690152448422,0.0958678508936025,0.0875289271480304,0.0958703559225815,0.1763434639281105,0.1988629587875632,0.2566373926511233,0.2236794060882397,0.2408102615965189,0.2660734773824023,0.280777049547479,0.2884398184057458,0.2955839981195169,0.2645863167261075,0.2678327984966584,0.2797114239409461,0.3073477774982285,0.2904140477035858,0.2899020314090434,0.2833765375103409,0.2653721128512192,0.337770872173064,0.3472528704424777,0.3428910286464257,0.315725919306229,0.3558516024620941,0.3584389300111528,0.3544176189397062,0.3740775930530979,0.3792161011648975,0.3902832234606394,0.4107420073444207,0.3883603495716057,0.3861422979988884,0.3854229033929183,0.3702256236287402,0.3762745922483713,0.3806625626721286,0.3039842701576479,0.2940856166335014,0.2440622426292989,0.215543701003085,0.2327025770129417,0.2402377451091053,0.2594679074041398,0.2570124223973105,0.2549667896936269,0.265325027420687,0.2516596419627049,0.2578346244051673,0.2517251076879123,0.2632940336586536,0.2440044940686138,0.2528199430932573,0.2580949642899497,0.651,0.822,0.577,0.4631,89.7,0.4511385914643342,0.1377620268436133,0.049238425576836,0.0109334941939375,0.0027899261046599
