NOME_MUN,EXP_VIDA_AO_NASCER,MORTALIDADE_INFANTIL,IDHM,IDHM_RENDA,IDHM_LONGEVIDADE,IDHM_EDU,ANO,REND_MEDIO_FORMAL,TRANSF_PER_CAPITA_BOLSA_FAMILIA
Gouveia,,,,,,,2016,894.16,59.49
Governador Valadares,,,,,,,2016,1202.28,55.47
Grão Mogol,,,,,,,2016,927.42,126.18
Grupiara,,,,,,,2016,795.61,57.04
Guanhães,,,,,,,2016,1028.78,64.08
Guapé,,,,,,,2016,932.15,49.11
Guaraciaba,,,,,,,2016,796.51,155.08
Guaraciama,,,,,,,2016,767.58,222.54
Guaranésia,,,,,,,2016,1158.21,39.61
Guarani,,,,,,,2016,898.73,95.93
Guarará,,,,,,,2016,875.45,81.62
Guarda-Mor,,,,,,,2016,1199.65,70.11
Guaxupé,,,,,,,2016,1240.74,43.16
Guidoval,,,,,,,2016,889.88,119.54
Guimarânia,,,,,,,2016,993.49,85.27
Guiricema,,,,,,,2016,844.98,113.49
Gurinhatã,,,,,,,2016,1054.62,89.26
Heliodora,,,,,,,2016,857.46,82.09
Iapu,,,,,,,2016,875.74,105.66
Ibertioga,,,,,,,2016,755.42,87.41
Ibiaí,,,,,,,2016,1091.35,213.84
Ibiá,,,,,,,2016,1151.69,49.69
Ibiracatu,,,,,,,2016,894.92,229.54
Ibiraci,,,,,,,2016,1224.72,34.08
Ibirité,,,,,,,2016,1286.6,53.62
Ibitiúra de Minas,,,,,,,2016,1016.18,56.3
Ibituruna,,,,,,,2016,890.93,99.19
Icaraí de Minas,,,,,,,2016,947.95,171.02
Igarapé,,,,,,,2016,1055.28,59.69
Igaratinga,,,,,,,2016,981.33,22.15
Iguatama,,,,,,,2016,1168.39,78.27
Ijaci,,,,,,,2016,1338.19,75.06
Ilicínea,,,,,,,2016,771.73,67.28
Imbé de Minas,,,,,,,2016,666.56,193.74
Inconfidentes,,,,,,,2016,851.86,36.08
Indaiabira,,,,,,,2016,849.0,227.69
Indianópolis,,,,,,,2016,1029.14,78.66
Ingaí,,,,,,,2016,977.9,75.46
Inhapim,,,,,,,2016,940.09,117.15
Inhaúma,,,,,,,2016,1108.73,150.11
Inimutaba,,,,,,,2016,857.41,124.33
Ipaba,,,,,,,2016,837.62,82.24
Ipanema,,,,,,,2016,903.55,122.43
Ipatinga,,,,,,,2016,1346.38,56.72
Ipiaçu,,,,,,,2016,927.57,93.03
Ipuiúna,,,,,,,2016,1030.9,48.98
Iraí de Minas,,,,,,,2016,1171.71,75.12
Itabira,,,,,,,2016,1613.38,32.59
Itabirinha,,,,,,,2016,931.66,112.05
Itabirito,,,,,,,2016,1467.73,27.96
Itacambira,,,,,,,2016,1026.82,204.46
Itacarambi,,,,,,,2016,929.09,159.69
Itaguara,,,,,,,2016,947.55,43.19
Itaipé,,,,,,,2016,934.61,203.08
Itajubá,,,,,,,2016,1667.92,42.38
Itamarandiba,,,,,,,2016,855.55,132.93
Itamarati de Minas,,,,,,,2016,864.05,56.24
Itambacuri,,,,,,,2016,919.88,180.5
Itambé do Mato Dentro,,,,,,,2016,856.55,72.96
Itamogi,,,,,,,2016,897.93,41.8
Itamonte,,,,,,,2016,1205.95,39.32
Itanhandu,,,,,,,2016,991.96,23.52
Itanhomi,,,,,,,2016,825.29,82.14
Itaobim,,,,,,,2016,852.55,180.3
Itapagipe,,,,,,,2016,1352.44,56.1
Itapecerica,,,,,,,2016,1076.38,42.4
Itapeva,,,,,,,2016,1108.32,83.18
Itatiaiuçu,,,,,,,2016,1858.56,84.01
Itaú de Minas,,,,,,,2016,1284.9,43.47
Itaúna,,,,,,,2016,1288.91,24.22
Itaverava,,,,,,,2016,825.47,159.97
Itinga,,,,,,,2016,1178.27,241.64
Itueta,,,,,,,2016,961.96,115.85
Ituiutaba,,,,,,,2016,1205.56,29.68
Itumirim,,,,,,,2016,941.7,75.39
Iturama,,,,,,,2016,1454.27,79.78
Itutinga,,,,,,,2016,929.8,63.86
Jaboticatubas,,,,,,,2016,998.91,66.11
Jacinto,,,,,,,2016,1014.0,202.35
Jacuí,,,,,,,2016,912.14,47.39
Jacutinga,,,,,,,2016,973.25,10.23
Jaguaraçu,,,,,,,2016,887.07,66.86
Jaíba,,,,,,,2016,919.55,271.65
Jampruca,,,,,,,2016,978.11,228.23
Janaúba,,,,,,,2016,966.34,139.87
Januária,,,,,,,2016,1018.28,204.46
Japaraíba,,,,,,,2016,916.98,65.35
Japonvar,,,,,,,2016,728.87,274.72
Jeceaba,,,,,,,2016,3014.03,67.26
Jenipapo de Minas,,,,,,,2016,884.7,131.04
Jequeri,,,,,,,2016,960.37,94.75
Jequitaí,,,,,,,2016,991.79,202.44
Jequitibá,,,,,,,2016,905.1,101.01
Jequitinhonha,,,,,,,2016,911.59,172.66
Jesuânia,,,,,,,2016,791.27,86.61
Joaíma,,,,,,,2016,840.66,248.5
Joanésia,,,,,,,2016,862.7,107.31
João Monlevade,,,,,,,2016,1236.42,34.86
João Pinheiro,,,,,,,2016,1243.41,89.53
Joaquim Felício,,,,,,,2016,860.74,70.89
Jordânia,,,,,,,2016,795.4,160.1
José Gonçalves de Minas,,,,,,,2016,938.34,176.37
Josenópolis,,,,,,,2016,1011.38,297.52
José Raydan,,,,,,,2016,689.66,141.53
Juatuba,,,,,,,2016,1477.09,104.25
Juiz de Fora,,,,,,,2016,1421.77,32.3
Juramento,,,,,,,2016,331.3,194.84
Juruaia,,,,,,,2016,817.42,41.78
Juvenília,,,,,,,2016,768.01,209.16
Ladainha,,,,,,,2016,1015.63,210.14
Lagamar,,,,,,,2016,1158.8,93.71
Lagoa da Prata,,,,,,,2016,1269.97,47.11
Lagoa dos Patos,,,,,,,2016,827.33,188.67
Lagoa Dourada,,,,,,,2016,893.14,45.0
Lagoa Formosa,,,,,,,2016,1017.35,48.69
Lagoa Grande,,,,,,,2016,899.25,116.31
Lagoa Santa,,,,,,,2016,1593.28,34.04
Lajinha,,,,,,,2016,1056.86,105.6
Lambari,,,,,,,2016,1010.81,106.91
Lamim,,,,,,,2016,870.01,100.46
Laranjal,,,,,,,2016,898.71,124.09
Lassance,,,,,,,2016,924.43,215.49
Lavras,,,,,,,2016,1485.71,54.28
Leandro Ferreira,,,,,,,2016,1206.49,69.0
Leme do Prado,,,,,,,2016,894.85,149.93
Leopoldina,,,,,,,2016,944.64,56.82
Liberdade,,,,,,,2016,920.77,130.18
Lima Duarte,,,,,,,2016,816.33,69.7
Limeira do Oeste,,,,,,,2016,1447.4,93.88
Lontra,,,,,,,2016,848.46,260.02
Luisburgo,,,,,,,2016,832.38,107.49
Luislândia,,,,,,,2016,834.21,249.9
Luminárias,,,,,,,2016,827.27,61.71
Luz,,,,,,,2016,1020.66,41.86
Machacalis,,,,,,,2016,932.63,165.11
Machado,,,,,,,2016,1066.79,47.05
Madre de Deus de Minas,,,,,,,2016,932.29,40.79
Malacacheta,,,,,,,2016,911.58,120.59
Mamonas,,,,,,,2016,931.22,162.89
Manga,,,,,,,2016,702.18,266.4
Manhuaçu,,,,,,,2016,1059.23,48.17
Manhumirim,,,,,,,2016,911.88,90.1
Mantena,,,,,,,2016,954.62,70.99
Maravilhas,,,,,,,2016,838.74,139.6
Mar de Espanha,,,,,,,2016,689.54,59.91
Maria da Fé,,,,,,,2016,1036.69,57.08
Mariana,,,,,,,2016,1399.39,106.14
Marilac,,,,,,,2016,919.18,264.07
Mário Campos,,,,,,,2016,980.69,62.68
Maripá de Minas,,,,,,,2016,834.32,51.73
Marliéria,,,,,,,2016,892.39,102.92
Marmelópolis,,,,,,,2016,909.9,131.53
Martinho Campos,,,,,,,2016,1020.18,62.5
Martins Soares,,,,,,,2016,1264.54,131.25
Mata Verde,,,,,,,2016,736.58,290.73
Materlândia,,,,,,,2016,957.36,236.96
Mateus Leme,,,,,,,2016,1133.31,54.91
Mathias Lobato,,,,,,,2016,1749.56,282.93
Matias Barbosa,,,,,,,2016,1326.36,48.67
Matias Cardoso,,,,,,,2016,754.77,128.1
Matipó,,,,,,,2016,942.88,92.95
Mato Verde,,,,,,,2016,759.05,180.75
Matozinhos,,,,,,,2016,1454.3,57.17
Matutina,,,,,,,2016,980.99,50.82
Medeiros,,,,,,,2016,932.93,44.19
Medina,,,,,,,2016,983.56,135.12
Mendes Pimentel,,,,,,,2016,933.5,148.91
Mercês,,,,,,,2016,803.86,155.36
Mesquita,,,,,,,2016,868.53,124.54
Minas Novas,,,,,,,2016,725.18,99.42
Minduri,,,,,,,2016,947.95,69.7
Mirabela,,,,,,,2016,858.28,204.15
Miradouro,,,,,,,2016,867.72,129.73
Miraí,,,,,,,2016,963.74,41.8
Miravânia,,,,,,,2016,814.46,253.63
Moeda,,,,,,,2016,1003.78,98.69
Moema,,,,,,,2016,909.9,66.63
Monjolos,,,,,,,2016,1088.58,89.12
Monsenhor Paulo,,,,,,,2016,1073.66,56.28
Montalvânia,,,,,,,2016,796.91,181.3
Monte Alegre de Minas,,,,,,,2016,1074.06,52.34
Monte Azul,,,,,,,2016,890.73,129.81
Monte Belo,,,,,,,2016,1156.15,54.16
Monte Carmelo,,,,,,,2016,1005.25,55.73
Monte Formoso,,,,,,,2016,1303.84,238.55
Monte Santo de Minas,,,,,,,2016,901.53,61.34
Montes Claros,,,,,,,2016,1275.62,59.38
Monte Sião,,,,,,,2016,982.46,19.3
Montezuma,,,,,,,2016,707.61,121.67
Morada Nova de Minas,,,,,,,2016,1018.02,39.29
Morro da Garça,,,,,,,2016,815.89,90.42
Morro do Pilar,,,,,,,2016,872.86,160.68
Munhoz,,,,,,,2016,894.68,69.87
Muriaé,,,,,,,2016,1056.18,44.6
Mutum,,,,,,,2016,930.05,94.53
Muzambinho,,,,,,,2016,1091.68,52.81
Nacip Raydan,,,,,,,2016,947.46,238.51
Nanuque,,,,,,,2016,995.93,66.04
Naque,,,,,,,2016,829.36,199.55
Natalândia,,,,,,,2016,1069.71,213.15
Natércia,,,,,,,2016,834.58,48.49
Nazareno,,,,,,,2016,1207.27,104.35
Nepomuceno,,,,,,,2016,904.96,54.96
Ninheira,,,,,,,2016,941.16,225.48
Nova Belém,,,,,,,2016,725.22,217.98
Nova Era,,,,,,,2016,1151.58,62.32
Nova Lima,,,,,,,2016,2305.57,20.93
Nova Módica,,,,,,,2016,793.46,134.74
Nova Ponte,,,,,,,2016,1130.53,54.34
Nova Porteirinha,,,,,,,2016,741.32,197.49
Nova Resende,,,,,,,2016,1012.97,38.46
Nova Serrana,,,,,,,2016,1036.38,6.98
Nova União,,,,,,,2016,915.38,96.9
Novo Cruzeiro,,,,,,,2016,886.03,180.91
Novo Oriente de Minas,,,,,,,2016,973.73,216.95
Novorizonte,,,,,,,2016,754.28,176.49
Olaria,,,,,,,2016,854.52,103.05
Olhos-D'Água,,,,,,,2016,814.36,235.82
Olímpio Noronha,,,,,,,2016,1013.4,115.55
Oliveira Fortes,,,,,,,2016,916.33,62.68
Oliveira,,,,,,,2016,983.93,56.03
Onça de Pitangui,,,,,,,2016,1118.08,54.08
Oratórios,,,,,,,2016,917.2,63.87
Orizânia,,,,,,,2016,935.91,141.8
Ouro Branco,,,,,,,2016,1857.15,20.14
Ouro Fino,,,,,,,2016,1063.47,17.09
Ouro Preto,,,,,,,2016,1888.96,63.34
Ouro Verde de Minas,,,,,,,2016,921.67,227.17
Padre Carvalho,,,,,,,2016,782.49,250.15
Padre Paraíso,,,,,,,2016,875.84,269.29
Paineiras,,,,,,,2016,921.29,42.32
Pains,,,,,,,2016,1143.01,52.53
Pai Pedro,,,,,,,2016,820.39,147.2
Paiva,,,,,,,2016,855.76,81.61
Palma,,,,,,,2016,826.41,152.77
Palmópolis,,,,,,,2016,804.57,231.79
Papagaios,,,,,,,2016,885.13,69.91
Paracatu,,,,,,,2016,1512.96,32.79
Pará de Minas,,,,,,,2016,1104.55,24.9
Paraguaçu,,,,,,,2016,943.96,55.64
Paraisópolis,,,,,,,2016,1146.03,54.21
Paraopeba,,,,,,,2016,967.86,68.74
Passabém,,,,,,,2016,819.17,94.34
Passa Quatro,,,,,,,2016,1049.68,35.97
Passa Tempo,,,,,,,2016,1030.08,31.32
Passa-Vinte,,,,,,,2016,948.34,69.71
Passos,,,,,,,2016,1093.62,30.79
Patis,,,,,,,2016,1032.7,277.56
Patos de Minas,,,,,,,2016,1273.81,17.11
Patrocínio do Muriaé,,,,,,,2016,964.8,72.61
Patrocínio,,,,,,,2016,1159.54,41.52
Paula Cândido,,,,,,,2016,752.67,99.78
Paulistas,,,,,,,2016,845.25,189.25
Pavão,,,,,,,2016,958.9,186.73
Peçanha,,,,,,,2016,852.55,151.72
Pedra Azul,,,,,,,2016,1046.79,211.75
Pedra Bonita,,,,,,,2016,861.63,221.83
Pedra do Anta,,,,,,,2016,1012.15,198.11
Pedra do Indaiá,,,,,,,2016,961.63,56.16
Pedra Dourada,,,,,,,2016,895.14,134.93
Pedralva,,,,,,,2016,889.33,73.51
Pedras de Maria da Cruz,,,,,,,2016,861.75,229.94
Pedrinópolis,,,,,,,2016,1131.59,82.62
Pedro Leopoldo,,,,,,,2016,1408.99,31.03
Pedro Teixeira,,,,,,,2016,812.72,151.84
Pequeri,,,,,,,2016,840.73,40.44
Pequi,,,,,,,2016,952.8,71.85
Perdigão,,,,,,,2016,1213.97,24.91
Perdizes,,,,,,,2016,1191.48,27.57
Perdões,,,,,,,2016,1051.56,29.89
Periquito,,,,,,,2016,740.15,198.93
Pescador,,,,,,,2016,970.02,188.44
Piau,,,,,,,2016,714.18,67.3
Piedade de Caratinga,,,,,,,2016,889.63,236.58
Piedade de Ponte Nova,,,,,,,2016,878.86,100.8
Piedade do Rio Grande,,,,,,,2016,837.04,46.47
Piedade dos Gerais,,,,,,,2016,972.58,132.94
Pimenta,,,,,,,2016,997.64,82.44
Pingo-D'Água,,,,,,,2016,713.06,138.02
Pintópolis,,,,,,,2016,828.13,160.61
Piracema,,,,,,,2016,938.75,22.68
Pirajuba,,,,,,,2016,1829.77,68.06
Piranga,,,,,,,2016,995.55,102.98
Piranguçu,,,,,,,2016,1031.51,83.23
Piranguinho,,,,,,,2016,862.26,61.09
Pirapetinga,,,,,,,2016,1087.6,57.23
Pirapora,,,,,,,2016,1137.87,108.31
Piraúba,,,,,,,2016,839.94,57.16
Pitangui,,,,,,,2016,1004.14,54.53
Piumhi,,,,,,,2016,964.96,48.43
Planura,,,,,,,2016,1224.66,48.57
Poço Fundo,,,,,,,2016,861.32,46.03
Poços de Caldas,,,,,,,2016,1393.44,23.17
Pocrane,,,,,,,2016,974.72,136.93
Pompéu,,,,,,,2016,1090.06,53.47
Ponte Nova,,,,,,,2016,1028.48,63.46
Ponto Chique,,,,,,,2016,779.47,309.02
Ponto dos Volantes,,,,,,,2016,785.86,177.18
Porteirinha,,,,,,,2016,956.88,146.28
Porto Firme,,,,,,,2016,781.46,284.76
Poté,,,,,,,2016,944.17,138.32
Pouso Alegre,,,,,,,2016,1489.45,28.12
Pouso Alto,,,,,,,2016,1087.54,40.06
Prados,,,,,,,2016,798.49,29.91
Prata,,,,,,,2016,1141.67,21.06
Pratápolis,,,,,,,2016,1021.37,42.34
Pratinha,,,,,,,2016,1077.35,70.12
Presidente Bernardes,,,,,,,2016,909.16,142.01
Presidente Juscelino,,,,,,,2016,864.62,125.35
Presidente Kubitschek,,,,,,,2016,785.45,65.02
Presidente Olegário,,,,,,,2016,1162.03,84.85
Prudente de Morais,,,,,,,2016,1003.04,84.21
Quartel Geral,,,,,,,2016,859.12,85.1
Queluzito,,,,,,,2016,918.3,44.99
Raposos,,,,,,,2016,1025.69,22.47
Raul Soares,,,,,,,2016,1001.58,108.53
Recreio,,,,,,,2016,751.85,153.82
Reduto,,,,,,,2016,855.05,85.54
Resende Costa,,,,,,,2016,906.71,22.88
Resplendor,,,,,,,2016,975.81,80.83
Ressaquinha,,,,,,,2016,997.94,116.55
Riachinho,,,,,,,2016,1023.94,173.81
Riacho dos Machados,,,,,,,2016,1967.59,188.34
Ribeirão das Neves,,,,,,,2016,1173.68,43.52
Ribeirão Vermelho,,,,,,,2016,1246.74,67.44
Rio Acima,,,,,,,2016,1298.03,43.37
Rio Casca,,,,,,,2016,840.76,102.62
Rio Doce,,,,,,,2016,932.02,81.42
Rio do Prado,,,,,,,2016,824.4,237.46
Rio Espera,,,,,,,2016,728.54,137.46
Rio Manso,,,,,,,2016,960.88,52.79
Rio Novo,,,,,,,2016,827.78,79.91
Rio Paranaíba,,,,,,,2016,1161.03,54.05
Rio Pardo de Minas,,,,,,,2016,944.52,179.55
Rio Piracicaba,,,,,,,2016,1047.69,96.08
Rio Pomba,,,,,,,2016,1536.66,49.45
Rio Preto,,,,,,,2016,780.81,117.66
Rio Vermelho,,,,,,,2016,841.44,129.82
Ritápolis,,,,,,,2016,940.84,100.83
Rochedo de Minas,,,,,,,2016,856.47,98.09
Rodeiro,,,,,,,2016,1078.73,38.13
Romaria,,,,,,,2016,998.61,59.3
Rosário da Limeira,,,,,,,2016,833.5,68.8
Rubelita,,,,,,,2016,892.98,193.03
Rubim,,,,,,,2016,861.08,164.17
Sabará,,,,,,,2016,1367.91,46.08
Sabinópolis,,,,,,,2016,910.1,95.14
Sacramento,,,,,,,2016,1098.48,33.96
Salinas,,,,,,,2016,921.55,88.81
Salto da Divisa,,,,,,,2016,1293.5,237.24
Santa Bárbara do Leste,,,,,,,2016,913.34,135.95
Santa Bárbara do Monte Verde,,,,,,,2016,788.93,98.66
Santa Bárbara do Tugúrio,,,,,,,2016,860.05,109.18
Santa Bárbara,,,,,,,2016,1447.18,117.49
Santa Cruz de Minas,,,,,,,2016,872.96,47.06
Santa Cruz de Salinas,,,,,,,2016,926.67,243.73
Santa Cruz do Escalvado,,,,,,,2016,954.39,114.97
Santa Efigênia de Minas,,,,,,,2016,753.89,285.43
Santa Fé de Minas,,,,,,,2016,814.56,319.83
Santa Helena de Minas,,,,,,,2016,908.94,325.19
Santa Juliana,,,,,,,2016,1444.12,46.4
Santa Luzia,,,,,,,2016,1376.89,55.7
Santa Margarida,,,,,,,2016,892.92,155.3
Santa Maria de Itabira,,,,,,,2016,939.06,57.49
Santa Maria do Salto,,,,,,,2016,908.75,192.71
Santa Maria do Suaçuí,,,,,,,2016,743.94,107.6
Santana da Vargem,,,,,,,2016,843.46,70.9
Santana de Cataguases,,,,,,,2016,843.38,82.27
Santana de Pirapama,,,,,,,2016,908.0,95.27
Santana do Deserto,,,,,,,2016,1062.17,51.5
Santana do Garambéu,,,,,,,2016,907.49,114.59
Santana do Jacaré,,,,,,,2016,860.0,98.93
Santana do Manhuaçu,,,,,,,2016,783.33,112.3
Santana do Paraíso,,,,,,,2016,1103.73,83.61
Santana do Riacho,,,,,,,2016,917.09,157.09
Santana dos Montes,,,,,,,2016,838.9,114.18
Santa Rita de Caldas,,,,,,,2016,1117.4,49.38
Santa Rita de Ibitipoca,,,,,,,2016,1031.39,108.06
Santa Rita de Jacutinga,,,,,,,2016,715.77,74.06
Santa Rita de Minas,,,,,,,2016,791.17,72.35
Santa Rita do Itueto,,,,,,,2016,880.99,150.59
Santa Rita do Sapucaí,,,,,,,2016,1407.9,22.92
Santa Rosa da Serra,,,,,,,2016,963.17,105.69
Santa Vitória,,,,,,,2016,1577.88,48.65
Santo Antônio do Amparo,,,,,,,2016,937.22,107.15
Santo Antônio do Aventureiro,,,,,,,2016,840.72,85.26
Santo Antônio do Grama,,,,,,,2016,946.32,104.39
Santo Antônio do Itambé,,,,,,,2016,829.06,228.45
Santo Antônio do Jacinto,,,,,,,2016,899.65,171.75
Santo Antônio do Monte,,,,,,,2016,938.46,40.61
Santo Antônio do Retiro,,,,,,,2016,930.42,237.01
Santo Antônio do Rio Abaixo,,,,,,,2016,965.8,127.5
Santo Hipólito,,,,,,,2016,844.24,160.57
Santos Dumont,,,,,,,2016,1120.93,67.96
São Bento Abade,,,,,,,2016,1122.09,55.78
São Brás do Suaçuí,,,,,,,2016,1106.74,54.66
São Domingos das Dores,,,,,,,2016,949.63,169.61
São Domingos do Prata,,,,,,,2016,953.05,61.01
São Félix de Minas,,,,,,,2016,802.39,153.12
São Francisco de Paula,,,,,,,2016,886.5,61.78
São Francisco de Sales,,,,,,,2016,1019.3,90.52
São Francisco do Glória,,,,,,,2016,975.29,118.13
São Francisco,,,,,,,2016,1054.4,186.27
São Geraldo da Piedade,,,,,,,2016,913.8,203.96
São Geraldo do Baixio,,,,,,,2016,906.29,149.51
São Geraldo,,,,,,,2016,911.23,79.97
São Gonçalo do Abaeté,,,,,,,2016,1036.17,98.46
São Gonçalo do Pará,,,,,,,2016,981.21,41.22
São Gonçalo do Rio Abaixo,,,,,,,2016,1331.26,61.35
São Gonçalo do Rio Preto,,,,,,,2016,820.59,159.33
São Gonçalo do Sapucaí,,,,,,,2016,979.71,66.92
São Gotardo,,,,,,,2016,1232.78,43.59
São João Batista do Glória,,,,,,,2016,928.27,25.78
São João da Lagoa,,,,,,,2016,800.94,170.0
São João da Mata,,,,,,,2016,925.54,79.9
São João da Ponte,,,,,,,2016,972.84,250.42
São João das Missões,,,,,,,2016,897.92,369.36
São João Del Rei,,,,,,,2016,1496.92,40.71
São João do Manhuaçu,,,,,,,2016,910.96,167.17
São João do Manteninha,,,,,,,2016,822.98,86.85
São João do Oriente,,,,,,,2016,946.19,123.84
São João do Pacuí,,,,,,,2016,637.48,250.13
São João do Paraíso,,,,,,,2016,788.72,95.47
São João Evangelista,,,,,,,2016,866.95,191.99
São João Nepomuceno,,,,,,,2016,905.12,62.67
São Joaquim de Bicas,,,,,,,2016,1286.93,97.3
São José da Barra,,,,,,,2016,2478.79,26.56
São José da Lapa,,,,,,,2016,1533.55,87.19
São José da Safira,,,,,,,2016,849.2,223.66
São José da Varginha,,,,,,,2016,925.82,52.24
São José do Alegre,,,,,,,2016,992.45,41.97
São José do Divino,,,,,,,2016,1085.99,191.11
São José do Goiabal,,,,,,,2016,863.82,90.39
São José do Jacuri,,,,,,,2016,784.5,157.09
São José do Mantimento,,,,,,,2016,847.92,158.16
São Lourenço,,,,,,,2016,1030.47,37.45
São Miguel do Anta,,,,,,,2016,850.2,156.2
São Pedro da União,,,,,,,2016,963.47,85.14
São Pedro dos Ferros,,,,,,,2016,851.35,83.76
São Pedro do Suaçuí,,,,,,,2016,987.85,159.85
São Romão,,,,,,,2016,1061.89,187.95
São Roque de Minas,,,,,,,2016,1078.4,39.48
São Sebastião da Bela Vista,,,,,,,2016,1075.09,47.05
São Sebastião da Vargem Alegre,,,,,,,2016,869.89,95.64
São Sebastião do Anta,,,,,,,2016,888.05,233.18
São Sebastião do Maranhão,,,,,,,2016,788.16,167.54
São Sebastião do Oeste,,,,,,,2016,1072.75,65.41
São Sebastião do Paraíso,,,,,,,2016,1059.49,39.96
São Sebastião do Rio Preto,,,,,,,2016,927.21,54.54
São Sebastião do Rio Verde,,,,,,,2016,925.4,66.51
São Thomé das Letras,,,,,,,2016,951.82,80.78
São Tiago,,,,,,,2016,917.06,25.65
São Tomás de Aquino,,,,,,,2016,960.27,60.78
São Vicente de Minas,,,,,,,2016,947.7,58.1
Sapucaí-Mirim,,,,,,,2016,1005.58,68.88
Sardoá,,,,,,,2016,793.03,172.53
Sarzedo,,,,,,,2016,1450.72,22.93
Sem-Peixe,,,,,,,2016,973.75,156.45
Senador Amaral,,,,,,,2016,852.76,109.51
Senador Cortes,,,,,,,2016,692.63,62.55
Senador Firmino,,,,,,,2016,838.88,87.31
Senador José Bento,,,,,,,2016,892.9,48.06
Senador Modestino Gonçalves,,,,,,,2016,804.2,153.93
Senhora de Oliveira,,,,,,,2016,878.88,112.73
Senhora do Porto,,,,,,,2016,857.74,160.85
Senhora dos Remédios,,,,,,,2016,743.29,136.96
Sericita,,,,,,,2016,745.6,92.77
Seritinga,,,,,,,2016,932.86,60.43
Serra Azul de Minas,,,,,,,2016,832.08,210.67
Serra da Saudade,,,,,,,2016,798.07,42.85
Serra dos Aimorés,,,,,,,2016,928.64,95.58
Serra do Salitre,,,,,,,2016,1178.65,104.83
Serrania,,,,,,,2016,904.27,87.55
Serranópolis de Minas,,,,,,,2016,918.58,193.58
Serranos,,,,,,,2016,1094.12,158.23
Serro,,,,,,,2016,901.43,75.22
Sete Lagoas,,,,,,,2016,1307.22,28.65
Setubinha,,,,,,,2016,724.76,340.3
Silveirânia,,,,,,,2016,1024.9,73.17
Silvianópolis,,,,,,,2016,953.1,93.84
Simão Pereira,,,,,,,2016,935.22,80.05
Simonésia,,,,,,,2016,877.77,98.15
Sobrália,,,,,,,2016,908.18,257.25
Soledade de Minas,,,,,,,2016,997.44,44.2
Tabuleiro,,,,,,,2016,861.22,79.35
Taiobeiras,,,,,,,2016,864.54,100.71
Taparuba,,,,,,,2016,801.68,211.04
Tapiraí,,,,,,,2016,1050.37,44.27
Tapira,,,,,,,2016,1894.66,60.93
Taquaraçu de Minas,,,,,,,2016,962.69,96.21
Tarumirim,,,,,,,2016,847.63,113.6
Teixeiras,,,,,,,2016,799.9,108.72
Teófilo Otoni,,,,,,,2016,1052.66,72.83
Timóteo,,,,,,,2016,1403.79,23.11
Tiradentes,,,,,,,2016,876.17,50.67
Tiros,,,,,,,2016,1172.47,98.86
Tocantins,,,,,,,2016,961.48,66.22
Tocos do Moji,,,,,,,2016,934.46,52.25
Toledo,,,,,,,2016,838.0,45.94
Tombos,,,,,,,2016,875.39,78.77
Três Corações,,,,,,,2016,1194.13,36.78
Três Marias,,,,,,,2016,1237.77,50.12
Três Pontas,,,,,,,2016,994.17,55.03
Tumiritinga,,,,,,,2016,791.27,230.92
Tupaciguara,,,,,,,2016,1259.1,93.86
Turmalina,,,,,,,2016,1038.45,91.57
Turvolândia,,,,,,,2016,954.37,57.17
Ubaí,,,,,,,2016,877.12,206.79
Ubá,,,,,,,2016,1041.29,28.38
Ubaporanga,,,,,,,2016,843.69,145.43
Uberaba,,,,,,,2016,1576.22,19.6
Uberlândia,,,,,,,2016,1566.21,21.29
Umburatiba,,,,,,,2016,942.62,228.53
Unaí,,,,,,,2016,1253.81,54.68
União de Minas,,,,,,,2016,1040.33,125.14
Uruana de Minas,,,,,,,2016,1013.19,220.48
Urucânia,,,,,,,2016,1024.46,73.21
Urucuia,,,,,,,2016,811.77,173.71
Vargem Alegre,,,,,,,2016,858.56,168.47
Vargem Bonita,,,,,,,2016,1035.94,65.13
Vargem Grande do Rio Pardo,,,,,,,2016,722.27,271.38
Varginha,,,,,,,2016,1295.46,17.07
Varjão de Minas,,,,,,,2016,1168.02,50.2
Várzea da Palma,,,,,,,2016,1071.37,70.91
Varzelândia,,,,,,,2016,918.29,206.72
Vazante,,,,,,,2016,1420.15,49.18
Verdelândia,,,,,,,2016,809.69,182.84
Veredinha,,,,,,,2016,729.85,172.11
Veríssimo,,,,,,,2016,1112.82,52.35
Vermelho Novo,,,,,,,2016,995.5,184.4
Vespasiano,,,,,,,2016,1566.42,47.48
Viçosa,,,,,,,2016,1959.61,49.04
Vieiras,,,,,,,2016,828.89,126.48
Virgem da Lapa,,,,,,,2016,1009.76,152.38
Virgínia,,,,,,,2016,907.94,93.96
Virginópolis,,,,,,,2016,863.02,89.91
Virgolândia,,,,,,,2016,1006.8,185.87
Visconde do Rio Branco,,,,,,,2016,985.97,51.48
Volta Grande,,,,,,,2016,942.22,152.68
Wenceslau Braz,,,,,,,2016,1020.56,101.07
Abadia dos Dourados,,,,,,,2017,1007.64,48.13
Abaeté,,,,,,,2017,1002.95,25.64
Abre Campo,,,,,,,2017,880.46,111.74
Acaiaca,,,,,,,2017,896.27,225.95
Açucena,,,,,,,2017,860.6,115.48
Água Boa,,,,,,,2017,873.49,228.21
Água Comprida,,,,,,,2017,1112.26,111.85
Aguanil,,,,,,,2017,998.45,81.07
